title,BT_score.1_is_Pass,TMDB_ID,budget,language,popularity,year,revenue,runtime,TMDB_rating,votes,primary_genre
Gandhi,0,783,22000000,en,14.315,1982-11-30,77737889,191,7.5,1784,Drama
Godard's Passion,1,32692,0,fr,2.578,1982-05-26,0,87,6.3,37,Comedy
Grease 2,1,9037,13200000,en,13.756,1982-06-11,15171476,115,5.1,542,Comedy
The King of Comedy,0,262,20000000,en,12.229,1982-12-18,2536000,109,7.8,1596,Drama
Koyaanisqatsi,0,11314,0,en,8.16,1982-10-04,1723872,86,8,451,Documentary
"Ladies and Gentlemen, the Fabulous Stains",1,27016,0,en,3.726,1982-10-01,0,87,6.1,32,Comedy
The Last American Virgin,1,27088,0,en,13.201,1982-06-26,0,92,6.5,152,Comedy
The Last Unicorn,1,10150,0,en,15.187,1982-11-19,6455530,92,7.2,347,Fantasy
Liquid Sky,1,20980,500000,en,4.668,1982-08-01,0,112,5.9,77,Science Fiction
Monty Python Live at the Hollywood Bowl,0,11949,0,en,7.494,1982-06-25,0,77,7.4,105,Comedy
Poltergeist,1,609,10700000,en,27.864,1982-06-04,122200000,114,7.1,2175,Horror
Porky's,0,10246,4000000,en,15.313,1981-11-13,125728258,94,6.5,614,Comedy
Rocky III,0,1371,17000000,en,29.7,1982-05-28,270000000,99,6.8,3012,Drama
The Scarlet Pimpernel,0,22614,0,en,4.348,1934-12-20,0,97,7.2,39,Drama
The Secret of NIMH,1,11704,7000000,en,13.426,1982-06-17,14665733,82,7.5,583,Family
The Slumber Party Massacre,1,27475,0,en,7.297,1982-11-12,0,77,5.6,192,Horror
Smithereens,1,94066,0,en,3.211,1982-11-19,0,94,6.8,20,Drama
Sophie's Choice,1,15764,12000000,en,8.514,1982-12-08,30036000,151,7.4,654,Drama
Sorceress,1,41889,0,en,4.698,1982-03-01,0,83,4.3,36,Action
The State of Things,1,30363,0,de,3.301,1982-03-22,0,125,6.4,48,Drama
Swamp Thing,0,17918,10000000,en,17.187,1982-02-19,0,91,5.5,240,Horror
Tenebre,0,29702,0,it,11.422,1982-10-28,0,101,6.8,378,Horror
Tex,0,27332,0,en,3.233,1982-07-30,0,103,6.4,35,Drama
The Thing,0,1091,15000000,en,39.303,1982-06-25,19629760,109,8,4957,Horror
Tootsie,0,9576,21000000,en,12.694,1982-06-10,177200000,116,7.2,1310,Comedy
The Verdict,0,24226,16000000,en,7.254,1982-12-08,53977250,129,7.5,417,Drama
Absence of Malice,1,19429,12000000,en,8.941,1981-11-19,40716963,116,6.8,136,Drama
An American Werewolf in London,0,814,10000000,en,17.694,1981-08-21,31973249,97,7.4,1690,Horror
Blow Out,1,11644,18000000,en,8.667,1981-07-24,12000000,108,7.4,931,Thriller
Body Heat,0,14412,9000000,en,11.138,1981-08-28,24058838,113,7.1,372,Crime
Cannibal Ferox,1,8691,0,it,11.805,1981-04-24,0,93,5.4,171,Adventure
Chariots of Fire,0,9443,5500000,en,11.14,1981-05-15,58972904,123,6.9,638,Drama
Clash of the Titans,1,18823,125000000,en,123.777,2010-03-31,493214993,106,5.8,5077,Adventure
Das Boot,0,387,14000000,de,17.198,1981-09-16,85000000,150,8.1,1572,Drama
Der subjektive Faktor,1,289706,NA,NA,NA,NA,NA,NA,NA,NA,NA
Diva,0,4485,0,fr,6.153,1981-03-11,0,117,6.9,139,Action
Dragonslayer,0,848,18000000,en,9.222,1981-06-26,14110013,108,6.5,189,Fantasy
Escape from New York,0,1103,6000000,en,17.603,1981-05-23,50244700,99,7.1,2272,Science Fiction
The Evil Dead,0,764,350000,en,41.75,1981-09-10,29400000,85,7.3,2722,Horror
Excalibur,0,11527,11000000,en,13.136,1981-04-10,34967437,140,7,702,Adventure
For Your Eyes Only,1,699,28000000,en,27.234,1981-06-23,195312802,127,6.5,1309,Adventure
The Fox and the Hound,0,10948,12000000,en,59.443,1981-07-10,29800000,82,7.1,2557,Adventure
Friday the 13th Part 2,0,9725,1250000,en,41.155,1981-05-01,21722776,87,6.1,1145,Horror
Galaxy of Terror,1,28893,700000,en,8.82,1981-10-01,0,81,5.3,132,Action
The Great Muppet Caper,1,14900,14000000,en,8.407,1981-06-26,31200000,95,6.9,202,Family
Gregory's Girl,1,21764,0,en,7.742,1981-04-23,0,91,6.8,88,Comedy
Halloween II,1,24150,10000000,en,29.012,2009-08-28,0,105,5.4,996,Horror
Happy Birthday to Me,1,37936,0,en,10.144,1981-05-15,0,110,6,116,Drama
Heavy Metal,0,11827,9300000,en,15.412,1981-08-07,20100000,90,6.5,485,Animation
History of the World: Part I,0,10156,11000000,en,11.277,1981-06-12,31672907,92,6.8,560,Comedy
The Howling,1,11298,1000000,en,19.264,1981-01-21,17985893,91,6.5,503,Horror
Lady Chatterley's Lover,1,35685,0,en,13.387,1981-06-29,0,104,5.3,46,Drama
Looker,0,21874,0,en,6.142,1981-10-30,3282232,94,6.1,69,Science Fiction
The Marva Collins Story,0,250155,0,en,1.6,1981-12-01,0,100,7.8,2,Drama
Nighthawks,0,21610,5000000,en,9.675,1981-03-17,19905359,99,6.4,274,Action
Outland,0,10540,16000000,en,11.257,1981-05-22,17374595,112,6.5,406,Science Fiction
Pennies from Heaven,0,17450,22000000,en,5.024,1981-12-11,9171289,108,6.2,65,Drama
Polyester,1,14269,300000,en,7.002,1981-05-29,0,86,6.9,104,Comedy
Possession,0,21484,0,fr,89.75,1981-05-27,0,124,7.3,636,Horror
The Prowler,1,44247,1000000,en,7.84,1981-11-06,0,89,5.9,138,Horror
Ragtime,0,25566,0,en,12.001,1981-11-20,0,155,7.1,99,Drama
Raiders of the Lost Ark,1,85,18000000,en,27.956,1981-06-12,389925971,115,7.9,9629,Adventure
Reds,1,18254,35000000,en,10.514,1981-12-25,40382659,195,7.1,225,Drama
Rich and Famous,1,109962,0,en,2.202,1981-09-23,0,115,5.6,19,Drama
Scanners,0,9538,4100000,en,10.617,1981-01-14,14225876,103,6.8,816,Science Fiction
Shock Treatment,1,27997,0,en,5.287,1981-10-30,3500000,94,5.7,58,Comedy
Southern Comfort,0,12528,0,en,8.341,1981-09-21,0,105,6.9,200,Action
Time Bandits,0,36819,5000000,en,12.16,1981-07-13,42365581,116,6.6,709,Family
Umrao Jaan,1,46618,0,hi,2.417,2006-11-02,0,188,8.2,19,Drama
Victory,0,17360,10000000,en,13.506,1981-06-17,27453418,116,6.8,644,Drama
The Woman Next Door,1,747508,NA,NA,NA,NA,NA,NA,NA,NA,NA
Airplane!,1,813,3500000,en,17.841,1980-07-02,83453539,88,7.3,3328,Comedy
American Gigolo,1,2768,4800000,en,14.022,1980-02-08,22743674,117,6.1,434,Crime
Any Which Way You Can,0,17169,15000000,en,9.483,1980-12-17,70687344,115,5.9,233,Action
Atlantic City,1,23954,7200000,en,8.54,1980-09-03,12729675,104,6.9,173,Crime
Battle Beyond the Stars,0,14460,2000000,en,9.929,1980-09-08,11000000,104,5.4,126,Science Fiction
The Blue Lagoon,0,5689,4500000,en,28.771,1980-07-05,58853106,104,6.2,1375,Romance
The Blues Brothers,0,525,27000000,en,14.786,1980-06-16,115229890,133,7.7,3211,Music
Can't Stop the Music,1,40932,0,en,4.19,1980-06-20,0,124,5.2,39,Comedy
Cannibal Holocaust,0,8689,100000,it,23.821,1980-02-07,0,95,6.3,1137,Horror
Coal Miner's Daughter,1,16769,15000000,en,13.611,1980-03-07,67182787,125,7.3,176,Music
Cruising,0,27958,0,en,9.827,1980-02-15,0,102,6.4,311,Crime
Fame,1,28665,18000000,en,14.113,2009-09-23,77211836,107,5.7,302,Music
The Final Countdown,0,8738,12000000,en,13.363,1980-01-31,16647800,103,6.6,413,War
Flash Gordon,1,3604,35000000,en,19.363,1980-09-01,27107960,111,6.2,671,Science Fiction
The Fog,1,790,1000000,en,16.396,1980-02-08,21378361,89,6.7,1021,Horror
Friday the 13th,1,4488,550000,en,39.276,1980-05-09,59754601,95,6.4,2064,Horror
Heaven's Gate,0,10935,44000000,en,9.851,1980-11-19,3484331,219,6.8,224,Drama
Kagemusha,0,11953,6000000,ja,13.715,1980-04-26,4000000,180,7.9,448,Action
The King and the Mockingbird,0,22504,0,fr,5.317,1980-03-19,0,83,7.8,276,Animation
Little Darlings,1,27458,0,en,4.165,1980-03-21,0,96,6.9,52,Comedy
Loose Shoes,0,44805,0,en,1.404,1980-08-01,0,84,3.8,5,Comedy
Maniac,1,103620,6000000,en,10.749,2012-12-26,31081,89,6,685,Horror
The Mirror Crack'd,1,6028,0,en,12.061,1980-09-19,11000000,105,6.2,131,Crime
Nine to Five,1,19494,10000000,en,12.748,1980-12-18,103300000,110,7,342,Comedy
The Ninth Configuration,0,18910,0,en,6.967,1980-02-29,0,118,6.7,91,Drama
The Nude Bomb,0,26200,0,en,5.882,1980-05-09,0,94,6,56,Action
Ordinary People,0,16619,6000000,en,8.88,1980-09-19,54766923,124,7.5,434,Drama
Popeye,1,11335,20000000,en,16.568,1980-12-12,49823037,114,5.4,452,Action
Private Benjamin,1,10765,15000000,en,10.546,1980-10-06,69800000,109,6.1,276,Comedy
Raging Bull,0,1578,18000000,en,14.037,1980-11-14,23000000,129,8,3147,Drama
The Shining,0,694,19000000,en,55.896,1980-05-23,44781695,144,8.2,13669,Horror
Somewhere in Time,0,16633,5100000,en,12.181,1980-10-02,0,103,7.5,388,Drama
Superman II,1,8536,54000000,en,19.137,1980-12-04,190458706,127,6.7,1702,Science Fiction
Xanadu,1,15668,20000000,en,9.344,1980-08-08,22471595,96,5.5,174,Fantasy
All That Jazz,0,16858,0,en,7.13,1979-12-16,37823676,123,7.4,317,Drama
The Amityville Horror,1,10065,19000000,en,31.09,2005-04-14,108047131,90,6.1,1689,Horror
Angels' Brigade,1,31251,0,en,2.229,1979-01-01,0,97,3.1,19,Action
Apocalypse Now,0,28,31500000,en,30.988,1979-08-15,150000000,147,8.3,6169,Drama
Being There,0,10322,0,en,12.045,1979-12-19,30177511,130,7.6,690,Comedy
The Bell Jar,1,180407,NA,NA,NA,NA,NA,NA,NA,NA,NA
The Black Hole,0,9570,20000000,en,13.881,1979-12-18,35841901,98,5.8,311,Adventure
The China Syndrome,1,988,5900000,en,10.137,1979-03-16,51718367,122,7.2,308,Drama
The Frisco Kid,0,16972,9200000,en,8.644,1979-07-06,9346177,114,6.1,107,Western
Hair,1,10654,11000000,en,11.231,1979-03-14,15313606,121,7.3,470,Comedy
The In-Laws,1,5146,0,en,9.826,2003-05-23,20440627,98,5.7,202,Action
The Jerk,0,6471,4000000,en,9.508,1979-12-14,100000000,94,7,610,Comedy
Kramer vs. Kramer,0,12102,8000000,en,10.078,1979-12-19,106260000,105,7.6,1616,Drama
Life of Brian,1,583,4000000,en,14.656,1979-08-17,20045115,94,7.8,3323,Comedy
Manhattan,0,696,9000000,en,10.887,1979-04-25,39946780,96,7.8,1827,Comedy
The Marriage of Maria Braun,1,661,0,de,9.281,1979-03-23,0,120,7.5,159,Drama
Meatballs,1,14035,1207520,en,9.111,1979-06-28,0,92,5.9,206,Comedy
Moonraker,0,698,34000000,en,20.994,1979-06-26,210308099,126,6.1,1401,Action
The Muppet Movie,0,11176,8000000,en,12.889,1979-05-31,65200000,97,7.1,416,Music
Murder by Natural Causes,0,256166,0,en,1.436,1979-02-17,0,100,7.5,10,Mystery
My Brilliant Career,1,16659,0,en,4.306,1979-08-17,0,100,6.3,41,Drama
Norma Rae,1,40842,4500000,en,9.28,1979-03-02,22228000,110,7.3,107,Drama
The North Avenue Irregulars,1,65156,0,en,2.337,1979-02-09,0,100,6.4,13,Family
Nosferatu the Vampyre,0,6404,0,de,15.736,1979-01-17,0,107,7.4,558,Drama
Phantasm,0,9638,300000,en,11.244,1979-03-28,11988469,89,6.6,461,Horror
Quadrophenia,0,10373,0,en,10.441,1979-09-14,0,120,7.2,169,Drama
Rock 'n' Roll High School,1,26326,200000,en,8.886,1979-08-24,0,93,6.5,97,Comedy
Rocky II,0,1367,7000000,en,26.177,1979-06-15,85182160,119,7.2,3200,Drama
The Rose,0,16323,9250000,en,7.564,1979-11-07,29174648,125,6.8,78,Drama
Scum,0,25476,420000,en,8.33,1979-09-12,0,98,7.2,131,Crime
Star Trek: The Motion Picture,0,152,35000000,en,18.851,1979-12-07,139000000,132,6.5,1245,Science Fiction
Time After Time,0,24750,0,en,10.26,1979-08-31,0,112,6.8,232,Adventure
Tourist Trap,1,13570,800000,en,8.764,1979-03-16,0,90,6.1,188,Horror
The Warriors,0,11474,4000000,en,18.766,1979-02-09,22490039,93,7.7,1556,Action
Animal House,0,8469,2700000,en,13.309,1978-07-27,141000000,109,7.1,1138,Comedy
Battlestar Galactica,1,148980,3000000,en,9.639,1978-09-16,0,125,6.9,119,Science Fiction
The Boys from Brazil,0,16241,0,en,12.489,1978-10-05,0,125,6.7,277,Drama
The Brink's Job,0,24429,0,en,5.001,1978-12-08,0,104,6.1,37,Comedy
Convoy,0,9584,12000000,en,13.636,1978-06-27,45000000,110,6.4,237,Action
Damien: Omen II,0,10766,6800000,en,8.74,1978-06-09,26518355,107,6.4,475,Horror
Dawn of the Dead,0,924,28000000,en,36.535,2004-03-19,102356381,101,7,2965,Action
Days of Heaven,1,16642,0,en,8.689,1978-09-13,0,94,7.6,711,Drama
Death on the Nile,1,4192,7920000,en,12.209,1978-09-29,14560084,140,7.1,468,Mystery
The Deer Hunter,0,11778,15000000,en,19.895,1978-03-09,50000000,184,8,2764,Drama
The Driver,0,2153,0,en,10.658,1978-06-08,0,91,7.2,267,Action
Foul Play,1,15659,45000000,en,10.453,1978-07-14,0,116,6.4,150,Comedy
Gray Lady Down,0,31948,0,en,8.988,1978-03-10,5438927,111,6.6,56,Thriller
Grease,1,621,6000000,en,27.834,1978-07-07,181813770,110,7.4,5817,Romance
The Hound of the Baskervilles,1,27118,0,en,6.571,1939-03-24,0,80,7.1,132,Mystery
I Spit on Your Grave,0,43947,2000000,en,45.791,2010-06-17,572809,108,6.5,1652,Thriller
Interiors,1,15867,10000000,en,9.143,1978-08-02,10400000,93,6.9,253,Drama
Jaws 2,0,579,20000000,en,16.059,1978-06-16,187884007,116,5.9,1391,Horror
Jubilee,1,41426,0,en,3.92,1978-02-01,0,106,6.2,45,Comedy
The Lord of the Rings,0,123,4000000,en,22.881,1978-11-15,30471420,132,6.6,604,Adventure
Midnight Express,0,11327,2300000,en,10.086,1978-08-31,35000000,121,7.6,1211,Drama
Pretty Baby,0,26973,0,en,23.204,1978-04-05,5786368,110,7,199,Drama
The Shout,0,48131,0,en,4.157,1978-06-16,0,86,6.2,70,Horror
The Star Wars Holiday Special,0,74849,0,en,14.813,1978-12-01,0,97,3.3,336,Adventure
Starcrash,1,22049,0,en,7.342,1978-12-21,0,94,4.1,128,Fantasy
Watership Down,0,11837,1000000,en,15.348,1978-10-14,3713768,88,7.2,449,Adventure
Within the Woods,1,42667,0,en,3.179,2005-09-13,0,85,6.3,6,Horror
The Wiz,1,24961,24000000,en,9.948,1978-10-24,21049053,134,6.1,173,Adventure
3 Women,1,41662,1500000,en,8.97,1977-04-10,0,124,7.3,188,Drama
The 36 Crazy Fists,0,46114,0,zh,1.421,1977-01-01,0,90,5.3,10,Action
A Bridge Too Far,0,5902,22000000,en,14.284,1977-06-15,50750000,175,7.2,556,Drama
A Little Night Music,1,77078,0,en,1.4,1977-12-01,0,124,6.9,11,Comedy
A Special Day,0,42229,0,it,9.901,1977-08-11,0,106,8.1,476,Drama
ABBA: The Movie,0,14336,0,en,7.572,1977-12-15,0,95,6.5,46,Documentary
Alucarda,1,40074,0,es,4.353,1977-12-26,0,74,6.4,71,Horror
Annie Hall,1,703,4000000,en,14.112,1977-04-19,38251425,93,7.8,3069,Comedy
Close Encounters of the Third Kind,0,840,20000000,en,14.504,1977-11-18,306889114,135,7.4,3172,Science Fiction
Damnation Alley,0,25763,17000000,en,3.848,1977-09-10,8720000,91,5.1,63,Action
Desperate Living,1,14262,65000,en,4.496,1977-05-27,0,90,6.6,76,Comedy
"The Devil, Probably",0,32097,0,fr,4.447,1977-06-15,0,93,7,64,Drama
Emmanuelle 3,1,39412,0,fr,9.547,1977-10-14,0,100,4.4,37,Drama
Eraserhead,0,985,100000,en,11.814,1978-02-03,7000000,89,7.5,1772,Fantasy
The Goodbye Girl,1,14741,0,en,8.294,1977-11-27,102000000,111,7,119,Comedy
High Anxiety,0,12535,4015000,en,7.927,1977-12-25,31063038,94,6.5,241,Comedy
The Hills Have Eyes,1,9792,15000000,en,47.88,2006-03-10,69623713,107,6.4,2203,Horror
The Kentucky Fried Movie,0,11598,600000,en,6.331,1977-08-10,0,83,6.2,202,Comedy
Kingdom of the Spiders,1,30315,500000,en,8.721,1977-08-24,17000000,97,5.5,72,Horror
The Man in the Iron Mask,0,9313,35000000,en,17.401,1998-03-12,182968902,132,6.6,3054,Adventure
The Man Who Loved Women,0,69928,19000000,en,3.368,1983-12-18,11000000,110,4.8,26,Comedy
The Many Adventures of Winnie the Pooh,0,250480,0,en,16.475,1977-03-11,0,74,7.3,736,Animation
March or Die,0,25388,0,en,5.932,1977-09-08,0,107,5.7,55,Drama
Martin,0,26517,0,en,6.416,1977-10-27,0,95,6.9,165,Horror
Orca,0,12707,6000000,en,15.356,1977-07-22,14717854,92,6.2,278,Adventure
Peppermint Soda,1,80220,0,fr,4.185,1977-12-14,0,97,6.5,63,Comedy
Pete's Dragon,0,294272,65000000,en,24.682,2016-08-10,143695338,103,6.4,1824,Adventure
Planet of Dinosaurs,1,38020,0,en,2.988,1977-11-18,0,84,4.1,23,Science Fiction
Pumping Iron,0,5205,1000000,en,11.977,1977-01-18,0,86,7.1,325,Documentary
Rabid,1,29437,530000,en,15.956,1977-04-08,0,91,6.5,307,Horror
"Race for Your Life, Charlie Brown",1,31718,0,en,4.605,1977-08-24,0,76,6.7,63,Family
The Rescuers,1,11319,1200000,en,17.983,1977-06-22,71215869,78,6.8,1961,Fantasy
Saturday Night Fever,0,11009,3500000,en,18.58,1977-12-16,237113184,118,6.7,1458,Drama
The Sentinel,1,5820,60000000,en,14.981,2006-04-19,78810595,108,6,575,Action
Slap Shot,1,11590,0,en,10.523,1977-02-25,28000000,123,6.9,255,Comedy
The Spy Who Loved Me,0,691,14000000,en,25.62,1977-07-07,185438673,125,6.8,1387,Adventure
Star Wars,0,11,11000000,en,64.111,1977-05-25,775398007,121,8.2,16319,Adventure
Stroszek,0,11698,0,de,7.063,1977-01-12,0,107,7.5,158,Drama
Suspiria,1,361292,20000000,en,24.243,2018-10-11,6348889,152,6.9,1860,Horror
The Turning Point,1,61280,0,en,3.968,1977-11-14,0,119,6.6,36,Drama
A Star Is Born,0,332562,36000000,en,52.503,2018-10-03,433888866,136,7.5,9839,Drama
All the President's Men,0,891,8500000,en,14.305,1976-04-04,70600000,138,7.7,1308,Drama
Assault on Precinct 13,1,8978,30000000,en,14.945,2005-01-19,35294470,109,6.1,781,Action
Bugsy Malone,1,8446,0,en,10.76,1976-07-22,0,93,6.6,195,Drama
Canoa: A Shameful Memory,0,116982,0,es,4.262,1976-03-04,0,116,8,47,History
Carrie,1,7342,0,en,59.148,2002-11-04,0,132,6.2,340,Drama
The Desert of the Tartars,0,48203,0,it,4.512,1976-10-29,0,140,6.4,53,History
Drum,0,86194,0,en,3.013,1976-07-30,0,110,5.7,12,History
Emmanuelle bianca e nera,0,122791,0,it,1.728,1976-09-01,0,82,2.3,3,Drama
Family Plot,1,5854,2000000,en,9.824,1976-04-09,7900000,120,6.8,297,Comedy
The Gumball Rally,1,25305,0,en,3.921,1976-07-28,0,105,6.4,54,Comedy
Keoma,0,6609,0,en,8.34,1976-11-25,0,105,6.9,89,Action
The Little Girl Who Lives Down the Lane,1,19971,0,en,11.475,1976-12-25,0,91,7.1,214,Drama
Logan's Run,0,10803,9000000,en,13.415,1976-06-23,25000000,119,6.6,652,Action
The Man Who Fell to Earth,0,991,1500000,en,12.583,1976-03-18,0,138,6.5,361,Drama
Mandinga,0,91473,0,it,2.482,1976-09-09,0,88,5,4,Adventure
Marathon Man,0,10518,6500000,en,10.535,1976-10-08,21709020,125,7.3,720,Thriller
Murder by Death,1,6037,0,en,10.898,1976-06-23,32511047,94,7.2,572,Comedy
The Omen,1,806,25000000,en,17.347,2006-06-06,119188334,110,5.5,777,Horror
The Outlaw Josey Wales,0,10747,3700000,en,14.357,1976-07-14,31800000,135,7.5,789,Western
Pascual Duarte,0,98964,0,es,1.449,1976-05-03,0,94,5.4,9,Drama
Sebastiane,0,42241,45000,la,3.634,1976-12-17,0,86,7.1,48,Drama
Silent Movie,0,10970,0,en,8.135,1976-06-17,0,87,6.6,215,Comedy
Silver Streak,0,11558,6500000,en,11.331,1976-12-03,51079064,114,6.7,218,Comedy
Small Change,1,743219,0,en,0.6,2010-01-01,0,17,0,0,Drama
Sparkle,1,88036,14000000,en,7.712,2012-08-17,24637469,116,6.2,84,Music
Taxi Driver,0,103,1300000,en,31.966,1976-02-09,28570902,114,8.2,8774,Crime
The Tenant,0,71112,0,en,3.026,2011-08-19,0,96,3.8,9,Horror
Two-Minute Warning,0,6883,0,en,5.306,1976-11-12,0,115,6.3,55,Action
Barry Lyndon,0,3175,11000000,en,12.843,1975-11-26,198992,185,8,2044,Drama
Blonde in Black Leather,1,82095,0,it,1.13,1975-01-01,0,100,8,6,Comedy
Death Race 2000,1,13282,300000,en,14.193,1975-04-27,8000000,80,6.1,323,Action
Deep Red,1,58815,0,en,2.247,1994-03-12,0,86,4.8,13,Thriller
Dersu Uzala,0,9764,4000000,ru,9.059,1975-08-02,0,141,8.1,313,Action
Dog Day Afternoon,1,968,1800000,en,13.812,1975-08-01,46665856,125,7.8,2140,Crime
Flatfoot in Hong Kong,0,11053,0,it,6.481,1975-06-26,0,108,6.1,97,Action
Grey Gardens,1,19851,12000000,en,8.804,2009-06-21,0,104,7.1,113,Drama
Inserts,0,32069,0,en,3.285,1975-01-01,0,117,6.1,27,Drama
Jaws,1,578,7000000,en,42.921,1975-06-18,470653000,124,7.6,7890,Horror
Katie Tippel,1,42258,0,nl,2.718,1975-03-06,0,102,6.7,27,Romance
Love and Death,1,11686,3000000,en,8.379,1975-06-10,20173742,85,7.7,649,History
The Maids,1,170677,0,en,1.47,1975-04-21,0,95,5.2,7,Drama
Mandingo,0,38027,0,en,9.428,1975-06-06,0,127,6.8,80,History
Monty Python and the Holy Grail,0,762,400000,en,17.631,1975-05-25,5028949,91,7.8,4473,Adventure
Nashville,1,3121,2200000,en,10.5,1975-06-11,10,160,7.4,260,Drama
One Flew Over the Cuckoo's Nest,0,510,3000000,en,22.997,1975-11-18,108981275,133,8.4,8191,Drama
Picnic at Hanging Rock,1,11020,0,en,9.266,1975-09-02,84744,117,7.3,533,Drama
The Rocky Horror Picture Show,1,36685,1200000,en,15.575,1975-08-14,112892319,100,7.6,2108,Comedy
The Stepford Wives,1,9890,90000000,en,13.09,2004-06-10,102000000,93,5.7,1030,Comedy
Terror of Mechagodzilla,0,19333,0,ja,9.216,1975-03-15,970000,83,7.1,139,Action
Three Days of the Condor,0,11963,7800000,en,11.219,1975-09-24,41509797,117,7.3,772,Thriller
Tommy,0,11326,5000000,en,8.625,1975-03-19,34251525,111,6.5,215,Drama
Zorro,0,18450,0,fr,7.176,1975-03-06,0,124,6.4,100,Western
Airport 1975,1,27932,3000000,en,10.14,1974-10-18,47000000,107,5.6,171,Action
Ali: Fear Eats the Soul,1,216,130000,de,8.073,1974-06-05,0,93,7.8,253,Romance
Alice Doesn't Live Here Anymore,1,16153,0,en,14.799,1974-12-09,0,112,6.9,308,Drama
The Arena,1,152437,0,en,2.978,2001-08-28,0,0,3.5,10,Action
Black Christmas,1,551808,5000000,en,15.558,2019-12-11,18529730,92,4.7,365,Horror
Blazing Saddles,0,11072,2600000,en,14.148,1974-02-07,119500000,93,7.3,1353,Western
Brief Encounter,1,851,0,en,11.786,1945-11-24,0,86,7.8,396,Drama
Chinatown,0,829,6000000,en,17.628,1974-06-20,30000000,130,7.9,2776,Crime
The Conversation,0,592,1600000,en,11.295,1974-04-07,4420000,113,7.6,1179,Crime
Dark Star,0,1410,60000,en,8.761,1974-04-01,0,83,6,359,Comedy
Death Wish,1,395990,30000000,en,31.028,2018-03-02,34017028,107,6.1,2043,Action
Edvard Munch,0,50254,0,no,3.408,1974-11-12,0,221,7.2,42,Drama
Female Trouble,1,14267,25000,en,6.953,1974-10-04,0,98,7.1,115,Comedy
Foxy Brown,1,22048,500000,en,5.803,1974-04-05,0,94,6.4,127,Thriller
The Godfather: Part II,0,240,13000000,en,42.476,1974-12-20,102600000,202,8.6,9105,Drama
Going Places,0,429159,0,en,0.6,1930-06-08,0,7,0,0,Comedy
The Groove Tube,0,27977,0,en,1.363,1974-06-23,0,75,5.8,6,Comedy
"Je, tu, il, elle",1,93934,0,fr,2.155,1976-11-17,0,86,6.4,41,Drama
Killdozer,0,20121,0,en,4.17,1974-02-02,0,74,5.5,32,TV Movie
The Legend of the 7 Golden Vampires,0,26480,0,zh,5.962,1974-07-11,0,85,6,82,Action
The Man with the Golden Gun,0,682,7000000,en,20.149,1974-12-01,97572000,125,6.4,1438,Adventure
The Odessa File,1,21489,0,en,9.934,1974-10-17,0,130,6.7,129,Drama
The Parallax View,0,17365,0,en,8.273,1974-06-14,0,102,6.8,187,Crime
Phantom of the Paradise,0,27327,0,en,8.323,1974-10-31,0,92,7.5,425,Comedy
The Sugarland Express,0,5121,3000000,en,8.481,1974-04-05,12800000,110,6.5,255,Crime
The Texas Chain Saw Massacre,0,30497,85000,en,35.563,1974-10-01,30859000,83,7.3,2144,Horror
The Towering Inferno,0,5919,14000000,en,11.194,1974-12-14,116000000,165,7,643,Action
Truck Turner,1,22121,0,en,2.461,1974-06-26,0,91,6.8,27,Drama
Vampyres,1,30885,0,en,6.493,1974-01-01,0,87,6,83,Horror
"Watch Out, We're Mad",0,6916,0,it,10.206,1974-03-29,36782781,102,7.5,573,Action
Young Frankenstein,0,3034,2800000,en,12.748,1974-12-15,86273333,106,7.9,2446,Comedy
Zardoz,0,4923,0,en,11.478,1974-02-06,0,105,5.9,287,Fantasy
