title,BT_score.1_is_Pass,TMDB_ID,budget,language,popularity,year,revenue,runtime,TMDB_rating,votes,primary_genre
Saint Frances,1,576005,0,en,4.705,2020-02-28,0,106,6.7,38,Comedy
Satanic Panic,1,539364,0,en,7.253,2019-10-28,0,89,5.2,70,Horror
Scary Stories to Tell in the Dark,1,417384,25000000,en,42.612,2019-08-08,95438172,108,6.5,1995,Horror
Seberg,1,510298,8000000,en,11.313,2019-12-13,592565,103,6,147,Thriller
Secret Obsession,0,612152,0,en,22.719,2019-07-18,0,97,5.5,886,Drama
See You Yesterday,1,582607,0,en,10.042,2019-05-03,0,86,5.6,431,Science Fiction
Serenity,0,16320,39000000,en,16.62,2005-09-03,38869464,119,7.4,2741,Science Fiction
Shazam!,1,287947,80000000,en,88.523,2019-03-29,365971656,132,7.1,7065,Action
The Shiny Shrimps,0,532938,0,fr,7.813,2019-05-08,4509301,103,6.6,340,Comedy
The Silence,1,527261,0,en,26.963,2019-05-16,2325977,91,6,1119,Horror
Someone Great,1,515248,0,en,11.258,2019-04-19,0,92,6.4,1005,Comedy
Soni,1,539036,0,hi,3.098,2019-01-18,0,97,6.9,28,Drama
Sorry We Missed You,1,522369,0,en,10.575,2019-10-04,8766149,100,7.4,470,Drama
Sound of Metal,0,502033,0,en,16.936,2020-11-20,516520,121,7.8,1584,Drama
The Souvenir,1,473019,0,en,12.692,2019-05-17,1719157,120,6.3,137,Drama
The Specials,0,29015,0,en,3.669,2000-09-22,0,82,5.6,23,Comedy
Spies in Disguise,1,431693,100000000,en,52.785,2019-12-04,171616764,102,7.7,2105,Animation
Steven Universe: The Movie,1,537061,0,en,63.887,2019-09-02,0,82,8.4,616,Animation
Straight Up,1,604031,0,en,4.382,2020-02-28,16080,97,7.1,41,Comedy
Stray,1,436053,0,en,7.206,2019-03-01,0,89,5.8,32,Fantasy
Sword of Trust,1,575942,0,en,6.315,2019-07-12,0,88,6,61,Drama
Tall Girl,1,625450,0,en,33.48,2019-09-13,0,101,6.4,1507,Comedy
Terminator: Dark Fate,1,290859,185000000,en,66.18,2019-10-23,261119292,128,6.5,3799,Action
Tolkien,0,468224,20000000,en,13.027,2019-05-03,8654322,112,7,1008,War
Top End Wedding,1,499573,0,en,3.724,2019-05-02,3681669,113,5.8,26,Comedy
Toy Story 4,1,301528,175000000,en,142.024,2019-06-19,1073394593,100,7.6,7518,Family
Triple Frontier,0,399361,0,en,24.267,2019-03-06,0,125,6.3,2404,Action
Troop Zero,1,525946,0,en,12.12,2019-02-01,0,94,7,219,Comedy
The Two Popes,0,551332,0,en,14.361,2019-11-27,232638,125,7.6,2267,Drama
Uncut Gems,0,473033,19000000,en,32.998,2019-08-30,50020902,136,7.1,3307,Drama
Unplanned,1,576071,6000000,en,17.632,2019-03-21,0,109,7.2,165,Drama
Us,1,458723,20000000,en,28.808,2019-03-14,255105930,116,7,5449,Thriller
The Vast of Night,1,565743,0,en,14.278,2019-06-01,0,91,6.6,689,Mystery
Vivarium,1,458305,4000000,en,23.233,2019-09-07,427399,97,6,1152,Science Fiction
We Are Little Zombies,0,565357,0,ja,3.983,2019-03-24,0,120,6.4,9,Drama
Weathering with You,1,568160,0,ja,121.342,2019-06-19,186965409,112,8.1,1250,Animation
What Men Want,0,487297,20000000,en,30.777,2019-02-08,69766483,117,6.2,1071,Comedy
"Where'd You Go, Bernadette",1,405177,20000000,en,18.122,2019-08-16,0,109,6.7,467,Drama
White Snake,1,573699,11936735,zh,89.839,2019-01-11,61631776,99,7.8,245,Romance
Wine Country,1,513083,0,en,10.353,2019-05-08,0,103,5.5,423,Comedy
Wonder Park,1,400157,100000000,en,25.657,2019-03-13,119559110,86,6.4,521,Comedy
"Yes, God, Yes",1,527660,0,en,14.479,2020-07-24,0,78,6.4,321,Comedy
Yesterday,0,515195,26000000,en,25.642,2019-06-27,88092097,116,6.7,2942,Music
Zombieland: Double Tap,1,338967,42000000,en,61.643,2019-10-09,122801777,99,7,4145,Horror
Zoombies 2,1,592485,0,en,4.784,2019-03-26,0,84,6.3,13,Comedy
6 Balloons,1,500634,0,en,14.024,2018-03-12,0,75,6.1,206,Drama
A Simple Favor,1,484247,20000000,en,23.647,2018-08-29,97644617,117,6.6,3363,Crime
A Star Is Born,1,332562,36000000,en,52.503,2018-10-03,433888866,136,7.5,9839,Drama
A Wrinkle in Time,1,407451,103000000,en,23.809,2018-03-08,132675864,109,5.1,1536,Adventure
Agapornis,1,540255,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alex Strangelove,0,511785,0,en,16.212,2018-04-16,0,99,6.6,1377,Comedy
Alpha,0,399360,51000000,en,32.933,2018-08-17,35808437,97,6.4,2058,Adventure
American Animals,0,489931,3000000,en,13.52,2018-06-01,2847319,117,6.8,687,Drama
Andhadhun,0,534780,4500000,hi,12.148,2018-10-05,40000000,139,7.7,288,Crime
Annihilation,1,300668,40000000,en,32.599,2018-02-22,43070915,115,6.4,6824,Science Fiction
Anon,0,396806,20000000,en,19.497,2018-05-03,0,100,5.9,1202,Science Fiction
Ant-Man and the Wasp,1,363088,140000000,en,75.799,2018-07-04,622674139,119,7,10463,Action
Aquaman,1,297802,160000000,en,84.137,2018-07-06,1148461807,143,6.9,11102,Action
Ask for Jane,1,495748,0,en,3.047,2019-05-17,0,108,9,1,Drama
Assassination Nation,1,446101,7000000,en,17.972,2018-09-21,2900000,108,6.3,601,Thriller
Avengers: Infinity War,1,299536,300000000,en,413.261,2018-04-25,2046239637,149,8.3,23179,Adventure
Bad Times at the El Royale,0,446021,32000000,en,19.158,2018-10-04,31882724,141,6.8,2714,Thriller
The Ballad of Buster Scruggs,0,537996,0,en,23.454,2018-11-09,0,132,7.2,3055,Comedy
Banana Split,1,493058,0,en,10.203,2018-09-22,0,88,6.8,90,Comedy
Bearkittens,1,528187,0,de,0.749,2018-04-19,0,71,7.5,2,Comedy
Ben Is Back,1,492452,13000000,en,13.257,2018-12-05,0,103,6.6,735,Drama
Bethany Hamilton: Unstoppable,0,510026,0,en,2.919,2019-07-12,0,99,8.1,16,Documentary
Bird Box,1,405774,19800000,en,48.621,2018-12-13,0,124,6.9,7969,Thriller
Black Panther,1,284054,200000000,en,107.434,2018-02-13,1346739107,134,7.4,18221,Action
BlacKkKlansman,1,487558,15000000,en,19.323,2018-08-09,93400823,135,7.6,6045,Crime
Blindspotting,0,489930,0,en,11.971,2018-07-20,0,95,7.4,479,Comedy
Blockers,1,437557,21000000,en,24.353,2018-03-14,94017294,102,6.3,1597,Comedy
The Boat,0,543915,5000000,en,5.234,2019-02-22,0,89,5.2,66,Thriller
Bohemian Rhapsody,0,424694,52000000,en,91.619,2018-10-24,894027543,135,8,13944,Music
Book Club,1,502682,10000000,en,11.895,2018-05-18,78720293,104,6.3,623,Comedy
Boy Erased,0,472451,0,en,15.809,2018-09-24,7928149,115,7.1,1094,Drama
Braven,1,459910,5000000,en,20.789,2018-02-01,823471,94,6.2,771,Drama
The Breaker Upperers,1,502143,0,en,7.627,2018-05-03,0,82,5.2,170,Comedy
Bullitt County,1,502791,0,en,2.622,2018-10-26,0,98,5.2,5,Action
Bumblebee,1,424783,135000000,en,84.506,2018-12-15,467989645,114,6.7,4686,Action
The Cake General,1,471706,0,sv,1.929,2018-03-07,0,101,6.3,22,Comedy
Can You Ever Forgive Me?,1,401847,0,en,12.279,2018-10-19,8586944,107,6.8,996,Drama
Capernaum,1,517814,4000000,ar,19.137,2018-09-20,64978931,126,8.2,1163,Drama
The Chaperone,1,54557,0,en,8.552,2011-02-11,0,103,5.8,119,Comedy
Christopher Robin,0,420814,75000000,en,22.537,2018-08-02,99138899,104,7.3,2170,Adventure
Climax,1,507076,2940457,fr,19.899,2018-09-19,0,97,7.1,1434,Drama
The Cloverfield Paradox,1,384521,45000000,en,19.145,2018-02-04,0,102,5.6,2549,Horror
Cold War,1,517104,0,en,2.174,2017-11-19,0,96,7.3,10,Comedy
Colette,1,454652,0,en,15.022,2018-09-21,14273033,112,7,696,Drama
Crazy Rich Asians,1,455207,30000000,en,24.748,2018-08-15,238539198,121,7.1,2843,Comedy
Creed II,1,480530,50000000,en,63.418,2018-11-21,214215889,130,6.9,3966,Drama
The Darkest Minds,1,445651,34000000,en,37.652,2018-07-25,41142379,105,7,2171,Science Fiction
Deadpool 2,0,383498,110000000,en,136.869,2018-05-10,786365638,119,7.5,13972,Action
Deep Blue Sea 2,0,492336,0,en,19.801,2018-04-17,0,94,5.2,411,Action
Deep Murder,1,532838,0,en,4.54,2019-06-14,0,95,4.1,18,Comedy
Delirium,0,340601,0,en,11.754,2018-05-10,0,96,5.7,178,Thriller
Destination Wedding,0,489929,0,en,19.604,2018-08-02,0,90,5.7,519,Romance
Destroyer,1,471507,9000000,en,14.944,2018-12-25,0,121,6,535,Thriller
Diamantino,1,518495,0,pt,4.045,2018-11-28,0,96,6.5,61,Comedy
Dog Days,1,477510,0,en,11.223,2018-08-10,0,112,6.8,219,Romance
Dude,1,399131,0,en,15.145,2018-04-20,0,90,5.5,693,Comedy
Dumplin',1,472734,0,en,11.87,2018-12-20,0,110,6.9,1188,Comedy
Early Man,0,387592,50000000,en,23.808,2018-01-26,53431158,89,6.1,619,Family
Eighth Grade,1,489925,2000000,en,15.338,2018-01-19,13539709,94,7.2,1112,Comedy
Fantastic Beasts: The Crimes of Grindelwald,0,338952,200000000,en,57.604,2018-11-14,653355901,134,6.9,8533,Adventure
The Favourite,1,375262,15000000,en,20.229,2018-11-23,82124805,119,7.6,4176,History
First Man,1,369972,70000000,en,26.854,2018-10-11,105702570,141,7,4257,History
First Match,1,502122,0,en,11.431,2018-03-12,0,94,6.6,126,Drama
Free Solo,0,515042,0,en,12.372,2018-09-28,21790193,100,8,921,Documentary
The Front Runner,0,476764,0,en,10.229,2018-11-06,3242235,113,5.9,272,Drama
Furlough,1,502426,0,en,6.068,2018-03-16,0,84,5.9,44,Comedy
Game Night,1,445571,37000000,en,21.179,2018-02-22,117501013,100,6.8,4593,Mystery
The Girl in the Spider's Web,1,446807,43000000,en,18.209,2018-10-25,35164920,115,6.1,1029,Action
Green Book,0,490132,23000000,en,27.611,2018-11-16,319700000,130,8.3,8441,Drama
Greta,1,471506,0,en,46.59,2019-02-28,0,98,6.5,922,Drama
The Grinch,1,360920,75000000,en,196.465,2018-11-08,508575295,85,6.8,2715,Animation
The Happytime Murders,1,412988,40000000,en,15.423,2018-08-22,27506452,91,5.7,759,Action
The Hate U Give,1,470044,23000000,en,25.951,2018-10-19,34934009,133,8.3,1661,Crime
Hearts Beat Loud,1,470333,2000000,en,12.075,2018-06-08,2115765,97,7.1,192,Music
The Heiresses,1,499152,0,es,6.73,2018-03-15,0,95,6.6,56,Drama
Hereditary,1,493922,10000000,en,44.858,2018-06-07,80239658,127,7.2,5397,Horror
Hold the Dark,0,395841,0,en,14.993,2018-09-22,0,126,5.3,728,Thriller
The Honor List,1,516232,0,en,4.535,2018-05-11,0,103,6.7,23,Drama
The House That Jack Built,0,398173,9800000,en,19.678,2018-10-04,5566776,151,7.2,1885,Drama
The House with a Clock in Its Walls,0,463821,42000000,en,21.418,2018-09-15,131457147,105,6.3,1695,Fantasy
I Feel Pretty,1,460668,32000000,en,21.823,2018-04-19,94539426,111,6.4,1756,Comedy
I Like Me,1,614170,38000,en,0.693,2018-04-28,0,84,5,3,Comedy
If Beale Street Could Talk,1,465914,12000000,en,12.249,2018-12-14,20572691,120,7,877,Romance
In Fabric,1,475220,0,en,18.626,2018-12-06,0,118,5.7,170,Horror
In Safe Hands,0,784423,0,en,0.635,2020-10-13,0,8,0,0,Drama
Incredibles 2,1,260513,200000000,en,106.282,2018-06-14,1242805359,118,7.5,10447,Action
Innan vintern kommer,0,524044,0,sv,1.046,2018-02-23,0,75,4,4,Drama
Instant Family,1,491418,48000000,en,30.798,2018-11-13,14700000,118,7.6,2136,Comedy
Isle of Dogs,1,399174,62770198,en,20.619,2018-03-23,64241499,101,7.9,3644,Adventure
Jane Fonda in Five Acts,1,490082,0,en,6.564,2018-01-21,0,133,7.6,39,Documentary
Jefe,0,517298,0,es,5.006,2018-05-04,0,89,5.5,50,Comedy
Johnny English Strikes Again,0,463272,25000000,en,22.73,2018-09-13,158256993,89,6.3,1882,Action
Jonathan,0,422619,0,en,9.619,2018-11-08,0,101,5.9,139,Drama
Jurassic World: Fallen Kingdom,1,351286,170000000,en,103.427,2018-06-06,1303459585,129,6.6,9360,Action
K.G.F: Chapter 1,0,564147,0,kn,9.854,2018-12-20,0,156,7.5,110,Action
La tribu,1,504345,0,es,10.112,2018-03-16,0,90,6.3,164,Comedy
The Last Sharknado: It's About Time,1,523849,0,en,17.448,2018-08-19,0,86,4.6,169,Science Fiction
Leave No Trace,1,443463,0,en,21.338,2018-06-29,0,110,6.8,859,Drama
Life of the Party,1,399796,30000000,en,19.106,2018-05-10,61700416,105,6.2,827,Comedy
Lords of Chaos,0,426249,0,en,10.029,2018-09-20,365353,118,6.6,263,Drama
"Love, Simon",0,449176,17000000,en,31.449,2018-02-16,66316289,110,8.1,5168,Comedy
Mamma Mia! Here We Go Again,1,458423,75000000,en,23.233,2018-07-09,395044706,113,7.2,2745,Comedy
The Man Who Killed Don Quixote,0,297725,19116000,en,11.449,2018-05-19,0,133,6.8,806,Adventure
Mandy,0,460885,6000000,en,17.752,2018-09-13,1214525,122,6.2,1352,Horror
Mary Poppins Returns,1,400650,130000000,en,29.721,2018-12-13,348807090,131,6.5,2708,Fantasy
Mary Queen of Scots,1,457136,25000000,en,14.492,2018-12-07,37807625,124,6.6,1407,Drama
Maze Runner: The Death Cure,1,336843,62000000,en,87.451,2018-01-10,288175335,143,7.1,6096,Science Fiction
McQueen,0,508003,0,en,7.064,2018-06-08,1243177,111,7.7,96,Documentary
The Meg,1,345940,150000000,en,85.614,2018-08-09,530243742,113,6.2,5561,Action
The Miracle Season,1,425373,0,en,12.315,2018-04-13,10230620,100,7.4,231,Drama
The Miseducation of Cameron Post,1,426613,900000,en,23.695,2018-07-18,2019874,92,6.9,742,Drama
Mortal Engines,1,428078,100000000,en,40.355,2018-11-27,83672673,129,6.2,3591,Adventure
The Mule,0,504172,50000000,en,29.478,2018-12-14,174804407,116,6.8,3845,Crime
The Nutcracker and the Four Realms,1,426543,120000000,en,32.36,2018-10-26,59522646,99,6.1,1769,Fantasy
The Old Man & the Gun,0,429203,0,en,10.806,2018-09-27,11277120,94,6.4,1097,Comedy
On the Basis of Sex,1,339380,20000000,en,23.726,2018-12-25,38673750,120,7.4,777,Drama
Ophelia,1,428836,12000000,en,16.267,2019-06-28,242115,114,7.4,353,Romance
Overboard,1,454619,12000000,en,42.23,2018-04-13,91244913,112,6.6,1093,Romance
Pacific Rim: Uprising,1,268896,150000000,en,81.157,2018-03-21,290061297,111,6.1,3804,Action
Pass Over,0,501154,0,en,1.34,2018-01-26,0,74,6.5,11,Drama
Patient Zero,0,295011,0,en,15.111,2018-09-14,0,87,5.2,262,Horror
Please Stand By,1,338768,0,en,11.018,2018-01-26,0,93,6.9,350,Comedy
Possum,0,472269,0,en,10.099,2018-10-26,0,85,6.5,130,Drama
The Predator,0,346910,88000000,en,72.989,2018-09-05,160542134,107,5.6,3561,Science Fiction
The Princess Switch,1,556803,0,en,66.79,2018-11-16,0,101,7.1,1889,Romance
The Public,1,331986,0,en,8.222,2019-04-05,0,122,6.6,61,Drama
Rafiki,1,517987,0,sw,6.337,2018-09-26,181316,82,7.1,106,Drama
Ralph Breaks the Internet,1,404368,175000000,en,102.73,2018-11-20,529221154,112,7.2,5902,Family
Rampage,1,427641,120000000,en,88.865,2018-04-12,426245950,107,6.5,5604,Action
Ready Player One,1,333339,175000000,en,108.085,2018-03-28,582890172,140,7.6,12216,Science Fiction
Red Joan,1,494974,0,en,15.992,2018-09-13,0,101,6.7,265,Thriller
Red Sparrow,1,401981,69000000,en,35.382,2018-02-28,151572634,140,6.5,4968,Mystery
Robin Hood,0,20662,200000000,en,68.676,2010-05-12,321669741,140,6.4,3650,Adventure
Roma,1,426426,15000000,es,21.394,2018-08-25,1140769,135,7.7,3255,Drama
Saints Rest,1,515917,0,en,3.979,2018-04-26,0,85,6.9,9,Drama
Say My Name,1,485817,0,en,1.061,2018-10-14,0,84,7.5,2,Comedy
Searching,0,489999,1000000,en,30.419,2018-08-24,66265218,102,7.6,2924,Thriller
Second Act,0,503616,16000000,en,18.991,2018-11-22,72282227,100,6.4,967,Romance
Set It Up,1,384677,0,en,18.128,2018-06-15,0,105,7,2177,Romance
Sgt. Stubby: An American Hero,0,433694,25000000,en,13.441,2018-04-13,0,85,7.4,97,Animation
Sierra Burgess Is a Loser,1,462919,0,en,20.075,2018-09-07,0,105,6.4,3158,Comedy
Simmba,0,496524,0,hi,5.603,2018-12-28,0,159,6.5,49,Action
The Sisters Brothers,0,440161,38000000,en,15.144,2018-09-19,13143056,122,6.8,1494,Western
Skate Kitchen,1,491474,0,en,8.632,2018-08-10,0,106,6.9,99,Drama
Slender Man,1,439015,10000000,en,30.584,2018-08-10,11817275,93,4.4,1544,Horror
Smallfoot,1,446894,0,en,37.74,2018-09-20,0,96,6.8,1187,Family
Snapshots,1,507697,0,en,4.759,2018-08-14,0,95,7.2,32,Drama
Solo: A Star Wars Story,0,348350,250000000,en,36.261,2018-05-15,392952373,135,6.6,6659,Science Fiction
Sorry to Bother You,0,424781,0,en,14.502,2018-07-06,0,112,6.8,1045,Fantasy
The Spy Who Dumped Me,1,454992,40000000,en,19.962,2018-08-02,33562069,117,6.4,1821,Action
Support the Girls,1,456086,0,en,10.745,2018-08-24,129124,91,6.1,112,Drama
Suspiria,1,361292,20000000,en,24.243,2018-10-11,6348889,152,6.9,1860,Horror
Swiped,0,535437,0,en,14.169,2018-11-06,0,93,4.5,619,Comedy
Tag,1,455980,28000000,en,22.049,2018-05-30,75100000,100,6.7,2371,Comedy
Tau,1,411143,0,en,18.539,2018-06-29,0,97,6.2,967,Science Fiction
Teen Titans Go! To the Movies,1,474395,10000000,en,44.511,2018-07-27,28646544,85,7.4,892,Animation
Tell It to the Bees,1,475888,0,en,15.107,2019-05-03,0,106,7.5,294,Romance
They Shall Not Grow Old,0,543580,0,en,12.766,2018-11-11,20904188,99,7.8,390,Documentary
The Titan,0,476926,0,en,25.032,2018-03-30,0,97,5.4,990,Science Fiction
To All the Boys I've Loved Before,1,466282,0,en,53.113,2018-08-16,0,100,7.7,7354,Comedy
Tomb Raider,1,338970,94000000,en,42.598,2018-03-05,274650803,118,6.4,6412,Action
The Transcendents,1,695043,200000,en,0.663,2018-04-18,0,96,5.5,2,Music
Truth or Dare,1,460019,3500000,en,33.367,2018-04-12,95330493,100,6,3325,Thriller
Tully,1,400579,0,en,15.593,2018-05-04,15636462,96,6.8,1119,Drama
Undertow,1,16131,0,en,10.883,2004-10-22,143597,104,6,87,Drama
Upgrade,0,500664,5000000,en,21.992,2018-06-01,16593554,100,7.5,3096,Action
Venom,0,335983,116000000,en,751.296,2018-09-28,855013954,112,6.8,12345,Science Fiction
Vice,0,307663,10000000,en,20.476,2015-01-16,0,96,4.3,447,Thriller
Vox Lux,1,429202,0,en,14.528,2018-09-07,1330828,114,5.9,372,Drama
We Have Always Lived in the Castle,1,411144,0,en,13.333,2019-05-17,0,96,5.3,198,Drama
Welcome to Marwen,0,351044,39000000,en,12.166,2018-12-21,12780692,116,6.6,899,Drama
What Keeps You Alive,1,503752,0,en,18.897,2018-01-04,0,99,5.9,183,Thriller
When We First Met,0,433310,10000000,en,17.755,2018-02-09,0,97,6.6,1987,Comedy
Widows,1,401469,42000000,en,20.141,2018-11-06,73866088,129,6.5,1794,Crime
The Wild Pear Tree,0,418472,0,tr,8.793,2018-08-08,0,188,7.6,166,Drama
Wild Rose,1,482981,0,en,8.509,2019-04-12,0,101,6.8,228,Music
Wildling,1,362826,0,en,18.389,2018-04-13,0,92,5.5,270,Horror
Z-O-M-B-I-E-S,1,483980,0,en,32.661,2018-02-16,0,94,7.5,482,Comedy
Zoe,1,458005,0,en,10.563,2018-07-19,0,104,6,294,Science Fiction
1922,0,452507,0,en,14.791,2017-10-20,0,102,5.9,2102,Horror
47 Meters Down,1,403119,5500000,en,25.706,2017-05-25,44235023,89,5.8,2247,Horror
A Bad Moms Christmas,1,431530,28000000,en,22.374,2017-08-04,130560428,104,6.3,1653,Comedy
A Christmas Prince,1,483104,0,en,23.714,2017-11-17,0,92,6.7,1237,Romance
A Dog's Purpose,0,381289,22000000,en,66.409,2017-01-19,205035819,100,7.6,2584,Adventure
A Ghost Story,0,428449,100000,en,19.076,2017-04-24,1929659,93,7.1,1775,Drama
A Royal Winter,1,435107,0,en,20.484,2017-01-14,0,83,7.2,133,TV Movie
Alexander IRL,0,428630,500000,en,3.157,2017-01-11,0,83,5,4,Comedy
Alien: Covenant,1,126889,97000000,en,94.33,2017-05-09,232380243,122,6,6790,Horror
All the Money in the World,0,446791,50000000,en,15.884,2017-12-21,56996304,132,6.5,1805,Thriller
American Assassin,1,415842,33000000,en,25.165,2017-09-14,67200000,112,6.4,2371,Action
American Made,0,337170,50000000,en,29.723,2017-08-18,133511855,115,6.8,3445,Action
Amityville: The Awakening,1,203835,0,en,17.377,2017-07-20,0,87,5.4,844,Thriller
Anna and the Apocalypse,1,461928,0,en,19.81,2018-11-30,0,98,6.2,232,Horror
Annabelle: Creation,1,396422,15000000,en,62.421,2017-08-03,306515884,109,6.6,4539,Horror
Apostasy,1,473309,0,en,21.078,2017-09-29,0,94,6.8,41,Drama
Atomic Blonde,1,341013,30000000,en,29.628,2017-07-26,100014025,115,6.4,5188,Action
Ava,1,453354,0,fr,380.848,2017-06-21,0,106,6,121,Drama
Baby Driver,0,339403,34000000,en,68.706,2017-06-28,226945087,113,7.5,12570,Action
The Babysitter,1,419479,0,en,28.665,2017-10-13,0,85,6.1,2735,Horror
Band Aid,1,426230,10000000,en,9.829,2017-06-02,248370,91,6.4,126,Comedy
Barbie Video Game Hero,0,434757,0,en,25.079,2017-02-01,0,72,7.1,182,Animation
Batman vs. Two-Face,1,464882,0,en,14.548,2017-11-14,0,72,6.4,122,Action
Battle of the Sexes,1,369192,25000000,en,13.253,2017-09-22,12638526,121,6.8,1497,Comedy
Baywatch,0,339846,69000000,en,60.507,2017-05-12,177856751,116,6.1,6685,Comedy
Beach Rats,1,426238,0,en,11.204,2017-08-25,486,95,5.9,416,Drama
Beatriz at Dinner,1,429107,0,en,11.428,2017-06-09,7,83,5.9,150,Comedy
Beauty and the Beast,1,10020,25000000,en,75.589,1991-10-22,424967620,84,7.7,8060,Romance
Before I Fall,1,397837,5000000,en,27.937,2017-03-02,12141122,98,7,3008,Drama
The Beguiled,1,399019,10500000,en,29.931,2017-06-23,27397655,93,5.9,1822,Drama
Berlin Syndrome,0,363126,0,en,13.927,2017-04-20,397783,116,6,501,Mystery
The Beyond,1,449575,0,en,9.609,2018-01-09,0,92,5.6,136,Science Fiction
The Big Sick,1,416477,5000000,en,19.276,2017-03-30,56303596,120,7.4,1931,Comedy
Bigfoot: Blood Trap,0,284110,100000,en,2.655,2015-10-31,0,90,7,2,Comedy
Blade Runner 2049,1,335984,150000000,en,76.036,2017-10-04,259239658,164,7.5,10165,Science Fiction
Bon Cop Bad Cop 2,0,417489,0,fr,8.823,2017-05-12,0,126,6.4,87,Crime
The Book of Birdie,1,439562,0,en,1.848,2017-01-30,0,90,3.1,4,Fantasy
Borg vs McEnroe,0,397538,7500000,sv,10.116,2017-09-08,16657800,108,7,924,Drama
The Breadwinner,1,435129,0,en,11.949,2017-11-17,312381,94,7.9,568,War
Bright,1,400106,90000000,en,25.664,2017-12-22,0,117,6.2,4691,Fantasy
Burning Sands,0,426265,0,en,11.049,2017-01-24,0,105,5.9,105,Drama
Bushwick,1,430354,0,en,14.881,2017-07-30,0,94,5.1,346,Thriller
The Bye Bye Man,1,292280,7400000,en,19.388,2017-01-12,26667197,96,5.2,1030,Horror
Call Me by Your Name,1,398818,4000000,en,135.145,2017-09-01,41063475,132,8.3,9648,Romance
Canaries,1,461767,0,en,2.96,2017-08-26,0,84,5.1,15,Science Fiction
Captain Underpants: The First Epic Movie,0,268531,38000000,en,42.249,2017-06-01,125289450,89,6.2,917,Family
Cars 3,1,260514,175000000,en,105.843,2017-06-15,383925276,102,6.9,4240,Animation
Cherry Pop,0,442896,0,en,4.941,2017-09-22,0,80,5.3,52,Comedy
The Circle,1,339988,18000000,en,32.045,2017-04-27,20497844,110,5.5,3733,Drama
Coco,1,354912,175000000,en,264.53,2017-10-27,800526015,105,8.2,14886,Family
Cold Skin,0,428399,9831962,en,20.502,2017-10-20,0,106,6.2,421,Horror
Creep 2,0,396493,0,en,12.43,2017-10-14,0,80,6.4,523,Horror
The Cured,1,469721,0,en,9.952,2017-11-24,0,95,5.5,284,Horror
Daddy's Home 2,1,419680,69000000,en,33.597,2017-11-09,180613180,100,6.3,1956,Comedy
Dance Academy: The Movie,1,429765,0,en,9.632,2017-04-06,0,101,7.1,130,Drama
The Dark Tower,0,353491,60000000,en,33.23,2017-08-03,113231078,95,5.7,4144,Fantasy
Darkest Hour,0,399404,30000000,en,22.697,2017-11-22,150847207,125,7.4,4155,Drama
